cve_ent,nom_ent,cve_mun,nom_mun,mun_ori,cve_geo,cve_local,nom_local,pobtot,pnacoe,p3ym_hli,vivtot,vph_aeasp,vph_c_serv,vph_cel,vph_inter
31,Yucatán,001,Abala,Abalá,31001,0001,Abalá,2039,21,548,742,591,532,516,181
31,Yucatán,001,Abala,Abalá,31001,0003,Mucuyché,490,0,345,185,146,66,92,6
31,Yucatán,001,Abala,Abalá,31001,0005,Sihunchén,282,0,76,96,80,70,64,13
31,Yucatán,001,Abala,Abalá,31001,0006,Temozón,668,2,310,228,161,142,137,72
31,Yucatán,001,Abala,Abalá,31001,0007,Uayalceh,2608,5,2101,771,665,459,467,58
31,Yucatán,001,Abala,Abalá,31001,0008,Peba,239,0,68,92,73,58,60,14
31,Yucatán,001,Abala,Abalá,31001,0009,Cacao,220,0,33,91,64,56,45,1
31,Yucatán,001,Abala,Abalá,31001,0065,Arturo Caamal Carrillo,2,*,*,2,*,*,*,*
31,Yucatán,001,Abala,Abalá,31001,0069,Margaritas,2,*,*,1,*,*,*,*
31,Yucatán,001,Abala,Abalá,31001,9998,Localidades de una vivienda,4,*,*,3,*,*,*,*
31,Yucatán,002,Acanceh,Acanceh,31002,0001,Acanceh,11917,172,2595,3395,2926,2493,2572,1016
31,Yucatán,002,Acanceh,Acanceh,31002,0002,Canicab,855,16,431,286,243,200,191,103
31,Yucatán,002,Acanceh,Acanceh,31002,0003,Cibceh,52,0,22,18,15,8,6,4
31,Yucatán,002,Acanceh,Acanceh,31002,0005,Petectunich,695,7,375,210,167,112,136,11
31,Yucatán,002,Acanceh,Acanceh,31002,0006,Sacchich,262,0,39,77,66,46,48,25
31,Yucatán,002,Acanceh,Acanceh,31002,0010,Tepich Carrillo,965,37,470,280,234,197,213,50
31,Yucatán,002,Acanceh,Acanceh,31002,0011,Ticopó,1869,46,450,605,504,379,430,147
31,Yucatán,002,Acanceh,Acanceh,31002,0012,Yabucú,2,*,*,1,*,*,*,*
31,Yucatán,002,Acanceh,Acanceh,31002,0014,Dzitiná,111,2,48,28,28,26,25,4
31,Yucatán,002,Acanceh,Acanceh,31002,0028,San Emilio,3,*,*,1,*,*,*,*
31,Yucatán,002,Acanceh,Acanceh,31002,0054,Plantel Siete,1,*,*,1,*,*,*,*
31,Yucatán,002,Acanceh,Acanceh,31002,0061,Mega Servicios [Gasolinera],1,*,*,1,*,*,*,*
31,Yucatán,002,Acanceh,Acanceh,31002,0064,Ninguno,4,*,*,1,*,*,*,*
31,Yucatán,002,Acanceh,Acanceh,31002,0071,Chakahil,4,*,*,1,*,*,*,*
31,Yucatán,002,Acanceh,Acanceh,31002,0072,Las Concordias,4,*,*,1,*,*,*,*
31,Yucatán,002,Acanceh,Acanceh,31002,0076,Matilde,4,*,*,1,*,*,*,*
31,Yucatán,002,Acanceh,Acanceh,31002,0079,Las Margaritas,2,*,*,1,*,*,*,*
31,Yucatán,002,Acanceh,Acanceh,31002,0083,María Luisa Chan,5,*,*,2,*,*,*,*
31,Yucatán,002,Acanceh,Acanceh,31002,0088,Garrido [Quinta],15,*,*,3,*,*,*,*
31,Yucatán,002,Acanceh,Acanceh,31002,0090,San Antonio Dos,1,*,*,1,*,*,*,*
31,Yucatán,002,Acanceh,Acanceh,31002,9998,Localidades de una vivienda,26,3,9,10,1,4,7,6
31,Yucatán,002,Acanceh,Acanceh,31002,9999,Localidades de dos viviendas,20,0,3,5,4,1,4,1
31,Yucatán,003,Akil,Akil,31003,0001,Akil,12022,301,5710,3770,3119,2794,2490,951
31,Yucatán,003,Akil,Akil,31003,0003,San Diego,98,3,49,37,25,20,21,4
31,Yucatán,003,Akil,Akil,31003,0004,San Víctor,8,0,8,5,3,3,3,1
31,Yucatán,003,Akil,Akil,31003,0013,Plan Chac Pozo Tres,37,0,30,14,1,4,4,0
31,Yucatán,003,Akil,Akil,31003,0028,Ox-Ac II,8,0,5,3,2,2,2,1
31,Yucatán,003,Akil,Akil,31003,0035,Santa Teresa,1,*,*,1,*,*,*,*
31,Yucatán,003,Akil,Akil,31003,0043,Plan Chac Pozo Cuatro,12,0,9,4,0,3,2,0
31,Yucatán,003,Akil,Akil,31003,0044,San Bernardo,16,0,13,7,6,4,5,0
31,Yucatán,003,Akil,Akil,31003,0051,Cinco de Mayo,57,1,34,23,16,12,6,1
31,Yucatán,003,Akil,Akil,31003,0054,Luis Echeverría Álvarez,12,0,6,5,0,1,3,1
31,Yucatán,003,Akil,Akil,31003,0055,Las Perlas,2,*,*,1,*,*,*,*
31,Yucatán,003,Akil,Akil,31003,0057,Ox-Ac IV,2,*,*,1,*,*,*,*
31,Yucatán,003,Akil,Akil,31003,0060,La Lupita,4,*,*,1,*,*,*,*
31,Yucatán,003,Akil,Akil,31003,0061,La Ceiba,2,*,*,1,*,*,*,*
31,Yucatán,003,Akil,Akil,31003,0062,San Vicente,4,*,*,1,*,*,*,*
31,Yucatán,003,Akil,Akil,31003,9998,Localidades de una vivienda,15,0,11,6,3,5,4,2
31,Yucatán,004,Baca,Baca,31004,0001,Baca,4997,271,533,1787,1297,1209,1230,489
31,Yucatán,004,Baca,Baca,31004,0004,San Isidro Kuxub,179,1,15,60,50,45,43,5
31,Yucatán,004,Baca,Baca,31004,0009,Santo Domingo,5,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0010,Tixkuncheil,889,51,208,312,241,235,219,71
31,Yucatán,004,Baca,Baca,31004,0012,Kankabchén Gamboa,34,14,9,16,0,6,9,0
31,Yucatán,004,Baca,Baca,31004,0034,Kankabchén,4,*,*,3,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0048,Put-Ku,6,*,*,4,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0049,Concepción Xtuc,3,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0053,Bugambilias,2,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0061,La Fe,6,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0064,La Esperanza,1,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0069,Santa Cruz,9,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0075,Los Potrillos,7,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0079,Chelito Lindo,1,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0080,Esmeralda,2,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0083,Chan Chegor,1,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0092,Los Conejos [Club de Tiro],4,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0095,Los Flamboyanes,1,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0096,Garza,1,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0103,San José,8,*,*,2,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0111,Santa Cruz Sábila,1,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0112,Tumben Há,6,*,*,2,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0119,La Sulianita,6,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0120,El Pueblo Guardado [Residencial de Jubilados],4,*,*,5,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0123,Santa Elena,1,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0124,Mi Lindo Cielo,1,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0125,Familia Orozco,5,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0126,Familia Pelayo,1,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0128,Santa María,5,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0133,El Capricho,1,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,0134,Basto Chalé,4,*,*,1,*,*,*,*
31,Yucatán,004,Baca,Baca,31004,9998,Localidades de una vivienda,72,13,13,25,2,17,19,8
31,Yucatán,004,Baca,Baca,31004,9999,Localidades de dos viviendas,24,16,4,13,1,8,8,5
31,Yucatán,005,Bokoba,Bokobá,31005,0001,Bokobá,2167,20,695,837,584,582,518,201
31,Yucatán,006,Buctzotz,Buctzotz,31006,0001,Buctzotz,7973,193,1279,3227,2101,2003,1925,661
31,Yucatán,006,Buctzotz,Buctzotz,31006,0002,X-Bec,493,0,193,245,147,126,104,35
31,Yucatán,006,Buctzotz,Buctzotz,31006,0003,Santo Domingo,217,8,103,70,49,35,39,1
31,Yucatán,006,Buctzotz,Buctzotz,31006,0004,La Gran Lucha,241,6,105,98,31,32,54,0
31,Yucatán,006,Buctzotz,Buctzotz,31006,0005,Unidad Juárez,2,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0028,Chen Chomac Uno y Dos,1,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0029,Che'en Pato,4,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0047,Jujum Pit,1,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0064,El Sacrificio,1,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0080,San Francisco,188,2,82,67,52,30,31,11
31,Yucatán,006,Buctzotz,Buctzotz,31006,0152,San Enrique,2,*,*,2,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0183,Los Gavilanes,1,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0199,San Lorenzo,2,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0341,Rebeca Uno [Rancho],6,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0353,San Carlos,2,*,*,2,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0367,San Jorge,2,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0387,San Miguel,1,*,*,2,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0390,San José,3,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0451,Kusbá,2,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0452,Las Margaritas,3,*,*,2,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0458,San Manuel,2,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0485,La Ubre,4,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0487,San Carlos,2,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0499,No Ho Lum,1,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0501,San Antonio,1,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0512,San Ignacio Choch,3,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,0517,La Ceiba,1,*,*,1,*,*,*,*
31,Yucatán,006,Buctzotz,Buctzotz,31006,9998,Localidades de una vivienda,47,10,22,26,0,16,21,1
31,Yucatán,007,Cacalchen,Cacalchén,31007,0001,Cacalchén,7460,115,1390,2493,1810,1798,1735,510
31,Yucatán,007,Cacalchen,Cacalchén,31007,0019,San Felipe,5,*,*,2,*,*,*,*
31,Yucatán,007,Cacalchen,Cacalchén,31007,0074,San Pedro Dzulá,1,*,*,1,*,*,*,*
31,Yucatán,007,Cacalchen,Cacalchén,31007,0075,Onil,2,*,*,1,*,*,*,*
31,Yucatán,007,Cacalchen,Cacalchén,31007,0080,La Candelaria,3,*,*,1,*,*,*,*
31,Yucatán,007,Cacalchen,Cacalchén,31007,0085,María Maricela Yam Pool,3,*,*,1,*,*,*,*
31,Yucatán,007,Cacalchen,Cacalchén,31007,0086,Carlos Santos López,5,*,*,1,*,*,*,*
31,Yucatán,007,Cacalchen,Cacalchén,31007,0088,Ángel Santos Vergara,5,*,*,1,*,*,*,*
31,Yucatán,007,Cacalchen,Cacalchén,31007,0095,Santa Elena,6,*,*,1,*,*,*,*
31,Yucatán,007,Cacalchen,Cacalchén,31007,9998,Localidades de una vivienda,30,3,1,9,5,7,7,3
31,Yucatán,008,Calotmul,Calotmul,31008,0001,Calotmul,2584,142,978,1113,753,667,563,280
31,Yucatán,008,Calotmul,Calotmul,31008,0006,Pocoboch,898,66,538,312,207,210,153,40
31,Yucatán,008,Calotmul,Calotmul,31008,0011,La Ceiba,3,*,*,2,*,*,*,*
31,Yucatán,008,Calotmul,Calotmul,31008,0013,Tahcabo,442,18,290,171,134,116,70,13
31,Yucatán,008,Calotmul,Calotmul,31008,0014,Tres A,1,*,*,1,*,*,*,*
31,Yucatán,008,Calotmul,Calotmul,31008,0033,La Ponderosa,2,*,*,1,*,*,*,*
31,Yucatán,008,Calotmul,Calotmul,31008,0037,San Miguel,1,*,*,1,*,*,*,*
31,Yucatán,008,Calotmul,Calotmul,31008,0056,Calotmul,2,*,*,1,*,*,*,*
31,Yucatán,008,Calotmul,Calotmul,31008,0067,Kambul,1,*,*,1,*,*,*,*
31,Yucatán,008,Calotmul,Calotmul,31008,0072,El Coral,2,*,*,1,*,*,*,*
31,Yucatán,008,Calotmul,Calotmul,31008,0093,Chen L,9,8,0,5,0,4,4,4
31,Yucatán,008,Calotmul,Calotmul,31008,0098,Las Palmas,1,*,*,1,*,*,*,*
31,Yucatán,008,Calotmul,Calotmul,31008,0099,Mavira [Rancho],1,*,*,1,*,*,*,*
31,Yucatán,008,Calotmul,Calotmul,31008,0102,San Carlos,1,*,*,1,*,*,*,*
31,Yucatán,008,Calotmul,Calotmul,31008,0112,Balche,1,*,*,1,*,*,*,*
31,Yucatán,008,Calotmul,Calotmul,31008,9998,Localidades de una vivienda,16,3,8,12,2,5,7,2
31,Yucatán,009,Cansahcab,Cansahcab,31009,0001,Cansahcab,4065,152,570,1708,1030,981,1006,380
31,Yucatán,009,Cansahcab,Cansahcab,31009,0002,Kancabchén,1,*,*,2,*,*,*,*
31,Yucatán,009,Cansahcab,Cansahcab,31009,0003,San Antonio Xiat,212,1,95,59,50,49,38,8
31,Yucatán,009,Cansahcab,Cansahcab,31009,0004,Santa María,170,3,72,76,56,49,42,5
31,Yucatán,009,Cansahcab,Cansahcab,31009,0005,San Mateo,1,*,*,1,*,*,*,*
31,Yucatán,009,Cansahcab,Cansahcab,31009,0006,Sahcatzín,10,*,*,1,*,*,*,*
31,Yucatán,009,Cansahcab,Cansahcab,31009,0008,Chac Xul,2,*,*,4,*,*,*,*
31,Yucatán,009,Cansahcab,Cansahcab,31009,0040,Ninguno,2,*,*,1,*,*,*,*
31,Yucatán,009,Cansahcab,Cansahcab,31009,0066,Pistolita,3,*,*,1,*,*,*,*
31,Yucatán,009,Cansahcab,Cansahcab,31009,9998,Localidades de una vivienda,19,2,2,10,1,3,6,1
31,Yucatán,010,Cantamayec,Cantamayec,31010,0001,Cantamayec,1913,21,1266,690,512,418,339,59
31,Yucatán,010,Cantamayec,Cantamayec,31010,0005,Chacanteil,2,*,*,1,*,*,*,*
31,Yucatán,010,Cantamayec,Cantamayec,31010,0012,Cholul,462,7,408,136,114,84,92,2
31,Yucatán,010,Cantamayec,Cantamayec,31010,0023,Nenelá,350,1,299,113,89,47,59,2
31,Yucatán,010,Cantamayec,Cantamayec,31010,0033,San Juan Chuc,1,*,*,1,*,*,*,*
31,Yucatán,010,Cantamayec,Cantamayec,31010,0035,Tzutzil,2,*,*,1,*,*,*,*
31,Yucatán,010,Cantamayec,Cantamayec,31010,0039,Tab-Ek,5,0,5,6,0,0,0,0
31,Yucatán,010,Cantamayec,Cantamayec,31010,0052,Chan Chuchub,1,*,*,1,*,*,*,*
31,Yucatán,010,Cantamayec,Cantamayec,31010,0053,Dos Potrillos,1,*,*,1,*,*,*,*
31,Yucatán,010,Cantamayec,Cantamayec,31010,0056,San Pedro Hu-Kal Número 1,1,*,*,1,*,*,*,*
31,Yucatán,010,Cantamayec,Cantamayec,31010,0057,Huntulchac,1,*,*,1,*,*,*,*
31,Yucatán,010,Cantamayec,Cantamayec,31010,0059,La Luz,1,*,*,1,*,*,*,*
31,Yucatán,010,Cantamayec,Cantamayec,31010,0067,San Pedro,5,*,*,1,*,*,*,*
31,Yucatán,010,Cantamayec,Cantamayec,31010,0068,San Pedro Hu-Kal Número 2,2,*,*,1,*,*,*,*
31,Yucatán,010,Cantamayec,Cantamayec,31010,0076,San Miguel Yokdzonot,1,*,*,1,*,*,*,*
31,Yucatán,010,Cantamayec,Cantamayec,31010,0083,Chac-Dzan,2,*,*,1,*,*,*,*
31,Yucatán,010,Cantamayec,Cantamayec,31010,0107,San Higinio,5,*,*,3,*,*,*,*
31,Yucatán,010,Cantamayec,Cantamayec,31010,9998,Localidades de una vivienda,20,1,19,12,0,2,2,1
31,Yucatán,010,Cantamayec,Cantamayec,31010,9999,Localidades de dos viviendas,5,*,*,3,*,*,*,*
31,Yucatán,011,Celestun,Celestún,31011,0001,Celestún,8366,778,380,3086,2254,2170,1998,639
31,Yucatán,011,Celestun,Celestún,31011,0009,La Victoria,1,*,*,1,*,*,*,*
31,Yucatán,011,Celestun,Celestún,31011,0023,Chiabal,2,*,*,1,*,*,*,*
31,Yucatán,011,Celestun,Celestún,31011,0024,Chichitos,1,*,*,2,*,*,*,*
31,Yucatán,011,Celestun,Celestún,31011,0043,Poolnuxi,1,*,*,1,*,*,*,*
31,Yucatán,011,Celestun,Celestún,31011,0045,Trian,1,*,*,1,*,*,*,*
31,Yucatán,011,Celestun,Celestún,31011,0059,Flamingos,14,2,0,6,0,2,1,1
31,Yucatán,011,Celestun,Celestún,31011,0082,Tzabtún,2,*,*,1,*,*,*,*
31,Yucatán,011,Celestun,Celestún,31011,0083,Leonel Rosado Mena,1,*,*,2,*,*,*,*
31,Yucatán,011,Celestun,Celestún,31011,9998,Localidades de una vivienda,9,3,4,9,0,0,4,0
31,Yucatán,012,Cenotillo,Cenotillo,31012,0001,Cenotillo,3328,133,954,1950,1052,960,873,310
31,Yucatán,012,Cenotillo,Cenotillo,31012,0003,Chun-Ox,2,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,0009,Tixbacab,371,12,144,177,104,95,82,24
31,Yucatán,012,Cenotillo,Cenotillo,31012,0013,X-Lobos Chen,3,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,0043,Ebtún,2,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,0055,Las Palomas,5,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,0066,San Hipólito,1,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,0077,San Román,3,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,0079,Santa Elena,3,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,0099,Texas el Grande,4,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,0124,Pakchén,2,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,0130,Kax-Ek,2,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,0146,San Antonio,2,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,0149,San Isidro,1,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,0157,Villa Flor,1,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,0169,Los Almendros,3,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,0196,Bernardino Canul,1,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,0198,San Raymundo,2,*,*,1,*,*,*,*
31,Yucatán,012,Cenotillo,Cenotillo,31012,9998,Localidades de una vivienda,37,2,18,16,0,6,14,2
31,Yucatán,013,Conkal,Conkal,31013,0001,Conkal,13944,3543,591,5492,2816,4055,3973,2563
31,Yucatán,013,Conkal,Conkal,31013,0002,Kantoyna,141,8,20,41,35,37,33,8
31,Yucatán,013,Conkal,Conkal,31013,0003,San Antonio Holactún,8,*,*,5,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0006,X-Cuyum,1957,68,830,603,504,487,477,209
31,Yucatán,013,Conkal,Conkal,31013,0011,San Lorenzo,2,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0012,San Lorenzo,2,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0016,Águilas del Sureste,2,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0023,Santa Isabel,5,*,*,2,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0026,Denisse [Quinta],3,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0028,San Diego Cutz Dos,277,162,6,168,5,95,94,85
31,Yucatán,013,Conkal,Conkal,31013,0031,San Alberto,1,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0032,Santa Úrsula,3,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0035,Las Palomas,4,*,*,2,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0044,El Huero [Deshuesadero],1,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0056,Ninguno,2,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0057,Ninguno,9,*,*,4,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0064,Manuel Reyes Zaldívar [Lienzo Charro],1,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0071,Rubí Guadalupe,3,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0075,San Juan,2,*,*,4,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0077,San Rafael,2,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0078,San Rafael,3,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0081,La Triple Z,11,3,0,5,0,3,3,3
31,Yucatán,013,Conkal,Conkal,31013,0089,Santa Cecilia,2,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0092,El Reto,1,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0104,Isaac Tres,4,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0111,Lirium,37,22,1,28,1,14,14,13
31,Yucatán,013,Conkal,Conkal,31013,0114,Malas Pulgas,3,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0117,San Antonio,2,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0118,Villas Conkal,35,23,2,20,2,13,13,11
31,Yucatán,013,Conkal,Conkal,31013,0129,Doble R,9,2,0,3,0,3,2,3
31,Yucatán,013,Conkal,Conkal,31013,0139,Loret [Rancho],1,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0142,Ninguno [Granja Porcícola],2,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0143,Ninguno [Granja Porcícola],2,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0144,La Reserva [Complejo Residencial],9,5,0,6,0,3,3,3
31,Yucatán,013,Conkal,Conkal,31013,0145,Las Palomas,2,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0148,Paseos del Mayab,99,82,3,43,2,30,30,29
31,Yucatán,013,Conkal,Conkal,31013,0149,Praderas del Mayab,53,16,1,47,3,19,19,17
31,Yucatán,013,Conkal,Conkal,31013,0153,Tres Reyes,3,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0155,Los Vergara [Rancho],1,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0156,Los Cinco Hermanos,5,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0157,Las Flores [Quinta],1,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0158,Alzamed,5,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0159,Bugambilia,2,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,0162,Kunkal [Privada Campestre],6,1,0,6,0,3,3,1
31,Yucatán,013,Conkal,Conkal,31013,0163,Hermanos Kantún Poot,4,*,*,1,*,*,*,*
31,Yucatán,013,Conkal,Conkal,31013,9998,Localidades de una vivienda,67,14,16,32,3,27,27,9
31,Yucatán,013,Conkal,Conkal,31013,9999,Localidades de dos viviendas,26,1,4,13,0,8,8,3
31,Yucatán,014,Cuncunul,Cuncunul,31014,0001,Cuncunul,1444,60,910,496,373,327,292,142
31,Yucatán,014,Cuncunul,Cuncunul,31014,0010,San Francisco,38,0,30,16,10,9,6,5
31,Yucatán,014,Cuncunul,Cuncunul,31014,0013,Chebalam,70,0,63,21,19,13,9,6
31,Yucatán,014,Cuncunul,Cuncunul,31014,0025,San Diego,124,2,89,35,28,24,23,20
31,Yucatán,014,Cuncunul,Cuncunul,31014,0040,X-Akabchén,38,0,34,14,10,9,3,1
31,Yucatán,015,Cuzama,Cuzamá,31015,0001,Cuzamá,4208,24,1890,1320,1054,729,894,398
31,Yucatán,015,Cuzama,Cuzamá,31015,0002,Cuchbalam,2,*,*,1,*,*,*,*
31,Yucatán,015,Cuzama,Cuzamá,31015,0003,Chunkanán,452,6,198,154,123,98,95,7
31,Yucatán,015,Cuzama,Cuzamá,31015,0005,Eknakán,685,1,399,249,216,189,164,25
31,Yucatán,015,Cuzama,Cuzamá,31015,0006,Nohchakán,207,2,115,66,51,42,41,31
31,Yucatán,015,Cuzama,Cuzamá,31015,0032,Ninguno,6,*,*,1,*,*,*,*
31,Yucatán,015,Cuzama,Cuzamá,31015,9998,Localidades de una vivienda,8,*,*,2,*,*,*,*
31,Yucatán,016,Chacsinkin,Chacsinkín,31016,0001,Chacsinkín,2860,24,2354,826,657,598,442,159
31,Yucatán,016,Chacsinkin,Chacsinkín,31016,0004,San Dionisio,5,*,*,1,*,*,*,*
31,Yucatán,016,Chacsinkin,Chacsinkín,31016,0009,X-Box,203,0,189,59,48,42,20,0
31,Yucatán,016,Chacsinkin,Chacsinkín,31016,0012,Xno-Huayab,32,0,30,13,10,8,6,0
31,Yucatán,016,Chacsinkin,Chacsinkín,31016,0031,Santa Juliana,4,*,*,1,*,*,*,*
31,Yucatán,016,Chacsinkin,Chacsinkín,31016,9998,Localidades de una vivienda,9,*,*,2,*,*,*,*
31,Yucatán,017,Chankom,Chankom,31017,0001,Chankom,772,38,540,343,195,164,111,41
31,Yucatán,017,Chankom,Chankom,31017,0003,Nicte-Há,88,0,69,28,20,13,5,0
31,Yucatán,017,Chankom,Chankom,31017,0006,San Isidro,4,*,*,4,*,*,*,*
31,Yucatán,017,Chankom,Chankom,31017,0011,Ticimul,882,17,580,277,221,179,144,13
31,Yucatán,017,Chankom,Chankom,31017,0012,Tzukmuc,189,7,165,71,53,40,32,2
31,Yucatán,017,Chankom,Chankom,31017,0013,Xanlá,381,11,268,129,93,86,54,3
31,Yucatán,017,Chankom,Chankom,31017,0014,X-Bohom,103,0,84,43,29,22,8,0
31,Yucatán,017,Chankom,Chankom,31017,0015,Xkalakdzonot,761,17,612,271,185,140,55,4
31,Yucatán,017,Chankom,Chankom,31017,0016,X-Cocail,200,6,156,79,55,51,27,1
