cve_ent,nom_ent,cve_mun,nom_mun,mun_ori,cve_geo,cve_local,nom_local,pobtot
31,Yucatán,96,Tizimin,Tizimín,31096,0849,X-Cail,1
31,Yucatán,96,Tizimin,Tizimín,31096,0852,X-Kanab (Santa Cruz X-Kanab),2
31,Yucatán,96,Tizimin,Tizimín,31096,0859,Xlapak,2
31,Yucatán,96,Tizimin,Tizimín,31096,0860,Xlapak,2
31,Yucatán,96,Tizimin,Tizimín,31096,0866,X-Pech,1
31,Yucatán,96,Tizimin,Tizimín,31096,0867,San José,1
31,Yucatán,96,Tizimin,Tizimín,31096,0868,Xtuncuy,1
31,Yucatán,96,Tizimin,Tizimín,31096,0869,X-Uenkal,1
31,Yucatán,96,Tizimin,Tizimín,31096,0872,Yaxcabá,3
31,Yucatán,96,Tizimin,Tizimín,31096,0873,Yaxché,2
31,Yucatán,96,Tizimin,Tizimín,31096,0881,Haltunchén,10
31,Yucatán,96,Tizimin,Tizimín,31096,0886,Álamo,127
31,Yucatán,96,Tizimin,Tizimín,31096,0889,San Martín,3
31,Yucatán,96,Tizimin,Tizimín,31096,0892,El Edén,10
31,Yucatán,96,Tizimin,Tizimín,31096,0899,Yoactún,4
31,Yucatán,96,Tizimin,Tizimín,31096,0914,Paraíso,13
31,Yucatán,96,Tizimin,Tizimín,31096,0915,Rancho Grande,40
31,Yucatán,96,Tizimin,Tizimín,31096,0923,Tres Potrillos,7
31,Yucatán,96,Tizimin,Tizimín,31096,0926,Santa Martha,1
31,Yucatán,96,Tizimin,Tizimín,31096,0928,Don Antonio,5
31,Yucatán,96,Tizimin,Tizimín,31096,0946,Santa Lupita,1
31,Yucatán,96,Tizimin,Tizimín,31096,0947,San Francisco,2
31,Yucatán,96,Tizimin,Tizimín,31096,0949,Chan Sucilá,6
31,Yucatán,96,Tizimin,Tizimín,31096,0958,Buenavista,1
31,Yucatán,96,Tizimin,Tizimín,31096,0959,San Martín,1
31,Yucatán,96,Tizimin,Tizimín,31096,0960,San Antonio,1
31,Yucatán,96,Tizimin,Tizimín,31096,0961,San Manuel,4
31,Yucatán,96,Tizimin,Tizimín,31096,0962,San Luis,1
31,Yucatán,96,Tizimin,Tizimín,31096,0964,Kikil Dos,1
31,Yucatán,96,Tizimin,Tizimín,31096,0967,San José (Los Tres Hermanos),1
31,Yucatán,96,Tizimin,Tizimín,31096,0976,San Isidro,2
31,Yucatán,96,Tizimin,Tizimín,31096,0977,San Manuel,1
31,Yucatán,96,Tizimin,Tizimín,31096,0984,San Isidro,2
31,Yucatán,96,Tizimin,Tizimín,31096,0986,San Javier,3
31,Yucatán,96,Tizimin,Tizimín,31096,0988,Dos Hermanos,3
31,Yucatán,96,Tizimin,Tizimín,31096,1001,San Pedro Sacboc,8
31,Yucatán,96,Tizimin,Tizimín,31096,1002,El Oasis,4
31,Yucatán,96,Tizimin,Tizimín,31096,1003,Tres Reyes,5
31,Yucatán,96,Tizimin,Tizimín,31096,1013,Santa Patricia Dos,3
31,Yucatán,96,Tizimin,Tizimín,31096,1044,Santa Rosa,2
31,Yucatán,96,Tizimin,Tizimín,31096,1054,Las Rejas,4
31,Yucatán,96,Tizimin,Tizimín,31096,1056,Yoactún,2
31,Yucatán,96,Tizimin,Tizimín,31096,1060,Santa Cruz,1
31,Yucatán,96,Tizimin,Tizimín,31096,1065,Guadalupe,1
31,Yucatán,96,Tizimin,Tizimín,31096,1068,Florida,3
31,Yucatán,96,Tizimin,Tizimín,31096,1083,Samulá Candelaria,1
31,Yucatán,96,Tizimin,Tizimín,31096,1086,Dzidzilá,7
31,Yucatán,96,Tizimin,Tizimín,31096,1093,Chan Oxkal,1
31,Yucatán,96,Tizimin,Tizimín,31096,1121,Los Laureles,2
31,Yucatán,96,Tizimin,Tizimín,31096,1134,Buena Esperanza,1
31,Yucatán,96,Tizimin,Tizimín,31096,1162,Las Tres Margaritas,3
31,Yucatán,96,Tizimin,Tizimín,31096,1163,Blanca Flor,8
31,Yucatán,96,Tizimin,Tizimín,31096,1168,San Felipe,5
31,Yucatán,96,Tizimin,Tizimín,31096,1170,Santa Isabel (Santa Rita),1
31,Yucatán,96,Tizimin,Tizimín,31096,1171,El Ochenta y Nueve,4
31,Yucatán,96,Tizimin,Tizimín,31096,1180,San Bernabé,1
31,Yucatán,96,Tizimin,Tizimín,31096,1182,Bohchén,5
31,Yucatán,96,Tizimin,Tizimín,31096,1184,El Cerrito,4
31,Yucatán,96,Tizimin,Tizimín,31096,1185,Chacara Uberaba,3
31,Yucatán,96,Tizimin,Tizimín,31096,1194,Concepción,2
31,Yucatán,96,Tizimin,Tizimín,31096,1195,San Fermín,5
31,Yucatán,96,Tizimin,Tizimín,31096,1196,Maya Vista,1
31,Yucatán,96,Tizimin,Tizimín,31096,1197,Las Dalias,5
31,Yucatán,96,Tizimin,Tizimín,31096,1204,Emmanuel,2
31,Yucatán,96,Tizimin,Tizimín,31096,1209,Las Hermanitas,9
31,Yucatán,96,Tizimin,Tizimín,31096,1215,San Carlos,1
31,Yucatán,96,Tizimin,Tizimín,31096,1217,Kankabdzonot,1
31,Yucatán,96,Tizimin,Tizimín,31096,1221,Lilian Analí,4
31,Yucatán,96,Tizimin,Tizimín,31096,1225,Tres Hermanos,1
31,Yucatán,96,Tizimin,Tizimín,31096,1226,El Mudo,1
31,Yucatán,96,Tizimin,Tizimín,31096,1227,Nabanché,1
31,Yucatán,96,Tizimin,Tizimín,31096,1231,Las Palomas,4
31,Yucatán,96,Tizimin,Tizimín,31096,1233,San Judas,1
31,Yucatán,96,Tizimin,Tizimín,31096,1243,La Rejollada,2
31,Yucatán,96,Tizimin,Tizimín,31096,1249,San Agustín,1
31,Yucatán,96,Tizimin,Tizimín,31096,1258,San Antonio,3
31,Yucatán,96,Tizimin,Tizimín,31096,1266,Los Tres Reyes,1
31,Yucatán,96,Tizimin,Tizimín,31096,1269,San Evaristo,2
31,Yucatán,96,Tizimin,Tizimín,31096,1276,Tres Reyes,1
31,Yucatán,96,Tizimin,Tizimín,31096,1277,San Miguel Número Dos,3
31,Yucatán,96,Tizimin,Tizimín,31096,1279,San Francisco,1
31,Yucatán,96,Tizimin,Tizimín,31096,1288,San Joaquín,1
31,Yucatán,96,Tizimin,Tizimín,31096,1290,San Jorge,2
31,Yucatán,96,Tizimin,Tizimín,31096,1294,San José,2
31,Yucatán,96,Tizimin,Tizimín,31096,1295,San Chemas,8
31,Yucatán,96,Tizimin,Tizimín,31096,1297,San José,3
31,Yucatán,96,Tizimin,Tizimín,31096,1301,San José,1
31,Yucatán,96,Tizimin,Tizimín,31096,1306,San Juan,2
31,Yucatán,96,Tizimin,Tizimín,31096,1312,San Lorenzo,3
31,Yucatán,96,Tizimin,Tizimín,31096,1313,San Lucas,4
31,Yucatán,96,Tizimin,Tizimín,31096,1329,San Martín,1
31,Yucatán,96,Tizimin,Tizimín,31096,1335,San Miguel,2
31,Yucatán,96,Tizimin,Tizimín,31096,1338,San Pedro,2
31,Yucatán,96,Tizimin,Tizimín,31096,1339,San Miguel,1
31,Yucatán,96,Tizimin,Tizimín,31096,1343,San Pablo,1
31,Yucatán,96,Tizimin,Tizimín,31096,1345,San Isidro,1
31,Yucatán,96,Tizimin,Tizimín,31096,1346,San Pedro,3
31,Yucatán,96,Tizimin,Tizimín,31096,1347,San Pedro,1
31,Yucatán,96,Tizimin,Tizimín,31096,1349,San Rafael,1
31,Yucatán,96,Tizimin,Tizimín,31096,1352,San Roger,1
31,Yucatán,96,Tizimin,Tizimín,31096,1358,San Venancio,2
31,Yucatán,96,Tizimin,Tizimín,31096,1363,Santa Candelaria,8
31,Yucatán,96,Tizimin,Tizimín,31096,1369,Santa Cruz,3
31,Yucatán,96,Tizimin,Tizimín,31096,1370,Santa Cruz,4
31,Yucatán,96,Tizimin,Tizimín,31096,1372,Santa Cruz,1
31,Yucatán,96,Tizimin,Tizimín,31096,1374,Santa Eduviges,2
31,Yucatán,96,Tizimin,Tizimín,31096,1376,Santa Elena,2
31,Yucatán,96,Tizimin,Tizimín,31096,1379,San Rafael,1
31,Yucatán,96,Tizimin,Tizimín,31096,1383,El Rosarito,3
31,Yucatán,96,Tizimin,Tizimín,31096,1387,Santa Lupita,1
31,Yucatán,96,Tizimin,Tizimín,31096,1398,San Isidro,2
31,Yucatán,96,Tizimin,Tizimín,31096,1405,Ninguno,2
31,Yucatán,96,Tizimin,Tizimín,31096,1406,Las Jotas de Santa Julia,2
31,Yucatán,96,Tizimin,Tizimín,31096,1408,Los Tres Reyes,1
31,Yucatán,96,Tizimin,Tizimín,31096,1412,Ninguno,1
31,Yucatán,96,Tizimin,Tizimín,31096,1417,El Edén,3
31,Yucatán,96,Tizimin,Tizimín,31096,1418,Chan San Francisco,1
31,Yucatán,96,Tizimin,Tizimín,31096,1428,Ninguno,1
31,Yucatán,96,Tizimin,Tizimín,31096,1439,Tres Hermanas,2
31,Yucatán,96,Tizimin,Tizimín,31096,1453,Xpop,2
31,Yucatán,96,Tizimin,Tizimín,31096,1460,San Ramón,2
31,Yucatán,96,Tizimin,Tizimín,31096,1462,Tunpech,8
31,Yucatán,96,Tizimin,Tizimín,31096,1463,Ninguno,3
31,Yucatán,96,Tizimin,Tizimín,31096,1486,San Miguel,1
31,Yucatán,96,Tizimin,Tizimín,31096,1487,San Miguel,5
31,Yucatán,96,Tizimin,Tizimín,31096,1500,San Antonio,2
31,Yucatán,96,Tizimin,Tizimín,31096,1515,Tres Reyes,3
31,Yucatán,96,Tizimin,Tizimín,31096,1518,El Esfuerzo,1
31,Yucatán,96,Tizimin,Tizimín,31096,1519,Santa Cruz,1
31,Yucatán,96,Tizimin,Tizimín,31096,1523,Los Flamboyanes,3
31,Yucatán,96,Tizimin,Tizimín,31096,1537,Las Ruinas,5
31,Yucatán,96,Tizimin,Tizimín,31096,1540,San Francisco,3
31,Yucatán,96,Tizimin,Tizimín,31096,1542,San Jorge,1
31,Yucatán,96,Tizimin,Tizimín,31096,1544,Santa Amalia,4
31,Yucatán,96,Tizimin,Tizimín,31096,1551,Buenos Aires,7
31,Yucatán,96,Tizimin,Tizimín,31096,1552,La Calera,1
31,Yucatán,96,Tizimin,Tizimín,31096,1553,El Cedral,6
31,Yucatán,96,Tizimin,Tizimín,31096,1554,El Cerrito,13
31,Yucatán,96,Tizimin,Tizimín,31096,1561,Doble R,5
31,Yucatán,96,Tizimin,Tizimín,31096,1562,Caballo Loco,1
31,Yucatán,96,Tizimin,Tizimín,31096,1563,Dos Potrillos,5
31,Yucatán,96,Tizimin,Tizimín,31096,1564,Santa María,2
31,Yucatán,96,Tizimin,Tizimín,31096,1569,El Grano de Oro,3
31,Yucatán,96,Tizimin,Tizimín,31096,1575,Ninguno,1
31,Yucatán,96,Tizimin,Tizimín,31096,1591,Santa Fe,4
31,Yucatán,96,Tizimin,Tizimín,31096,1608,Ninguno,1
31,Yucatán,96,Tizimin,Tizimín,31096,1614,San Carlos,1
31,Yucatán,96,Tizimin,Tizimín,31096,1617,Jesús,1
31,Yucatán,96,Tizimin,Tizimín,31096,1618,Karina,1
31,Yucatán,96,Tizimin,Tizimín,31096,1620,Komichén,11
31,Yucatán,96,Tizimin,Tizimín,31096,1628,El Retiro,5
31,Yucatán,96,Tizimin,Tizimín,31096,1629,El Relicario,4
31,Yucatán,96,Tizimin,Tizimín,31096,1631,San Ángel,11
31,Yucatán,96,Tizimin,Tizimín,31096,1636,San Fernando,2
31,Yucatán,96,Tizimin,Tizimín,31096,1639,San Francisco,1
31,Yucatán,96,Tizimin,Tizimín,31096,1642,San Jorge,1
31,Yucatán,96,Tizimin,Tizimín,31096,1644,San José,6
31,Yucatán,96,Tizimin,Tizimín,31096,1645,San José,2
31,Yucatán,96,Tizimin,Tizimín,31096,1647,San José,3
31,Yucatán,96,Tizimin,Tizimín,31096,1655,San Miguel,1
31,Yucatán,96,Tizimin,Tizimín,31096,1657,X-Lal,13
31,Yucatán,96,Tizimin,Tizimín,31096,1658,San Pedro,2
31,Yucatán,96,Tizimin,Tizimín,31096,1674,La Herradura,1
31,Yucatán,96,Tizimin,Tizimín,31096,1690,El Dos,6
31,Yucatán,96,Tizimin,Tizimín,31096,1692,Los Dos Potrillos,5
31,Yucatán,96,Tizimin,Tizimín,31096,1693,Dzodzil,10
31,Yucatán,96,Tizimin,Tizimín,31096,1713,El Pedregal,4
31,Yucatán,96,Tizimin,Tizimín,31096,1714,El Perdido,1
31,Yucatán,96,Tizimin,Tizimín,31096,1715,El Porvenir,18
31,Yucatán,96,Tizimin,Tizimín,31096,1721,San Isidro,2
31,Yucatán,96,Tizimin,Tizimín,31096,1722,San José,4
31,Yucatán,96,Tizimin,Tizimín,31096,1723,San José,3
31,Yucatán,96,Tizimin,Tizimín,31096,1728,San Pedro,1
31,Yucatán,96,Tizimin,Tizimín,31096,1729,San Pedro Tres,5
31,Yucatán,96,Tizimin,Tizimín,31096,1730,San Román,2
31,Yucatán,96,Tizimin,Tizimín,31096,1733,Santa María,16
31,Yucatán,96,Tizimin,Tizimín,31096,1736,La Tranca,1
31,Yucatán,96,Tizimin,Tizimín,31096,1737,Xkaná,7
31,Yucatán,96,Tizimin,Tizimín,31096,1746,Guadalupe,5
31,Yucatán,96,Tizimin,Tizimín,31096,1753,San Manuel,5
31,Yucatán,96,Tizimin,Tizimín,31096,1757,San Martín,2
31,Yucatán,96,Tizimin,Tizimín,31096,1772,El Retiro (San Esteban),4
31,Yucatán,96,Tizimin,Tizimín,31096,1775,San Carlos,3
31,Yucatán,96,Tizimin,Tizimín,31096,1777,San Juan,2
31,Yucatán,96,Tizimin,Tizimín,31096,1778,San Juan Bautista,1
31,Yucatán,96,Tizimin,Tizimín,31096,1780,San Luis,1
31,Yucatán,96,Tizimin,Tizimín,31096,1792,Yoactún,4
31,Yucatán,96,Tizimin,Tizimín,31096,1793,Yokdzadz,1
31,Yucatán,96,Tizimin,Tizimín,31096,1794,Yokpita,1
31,Yucatán,96,Tizimin,Tizimín,31096,1798,Chuncorral,3
31,Yucatán,96,Tizimin,Tizimín,31096,1803,Ninguno,3
31,Yucatán,96,Tizimin,Tizimín,31096,1806,Ninguno,2
31,Yucatán,96,Tizimin,Tizimín,31096,1819,San Bernardo,1
31,Yucatán,96,Tizimin,Tizimín,31096,1821,San Claudio,1
31,Yucatán,96,Tizimin,Tizimín,31096,1824,San Francisco,3
31,Yucatán,96,Tizimin,Tizimín,31096,1829,San Manuel,4
31,Yucatán,96,Tizimin,Tizimín,31096,1843,Macarrada [Unidad Agrícola],1
31,Yucatán,96,Tizimin,Tizimín,31096,1849,Los Dos Potrillos,4
31,Yucatán,96,Tizimin,Tizimín,31096,1851,Gaoma Dos,1
31,Yucatán,96,Tizimin,Tizimín,31096,1872,San Eduardo,1
31,Yucatán,96,Tizimin,Tizimín,31096,1882,San Nicolás,1
31,Yucatán,96,Tizimin,Tizimín,31096,1884,Santa Clara,1
31,Yucatán,96,Tizimin,Tizimín,31096,1886,Santa Fe,1
31,Yucatán,96,Tizimin,Tizimín,31096,1887,Los Santiaguitos,5
31,Yucatán,96,Tizimin,Tizimín,31096,1895,El Divino Niño,3
31,Yucatán,96,Tizimin,Tizimín,31096,1904,Sagrado Corazón de Jesús,3
31,Yucatán,96,Tizimin,Tizimín,31096,1910,San Felipe,2
31,Yucatán,96,Tizimin,Tizimín,31096,1911,San Adolfo,1
31,Yucatán,96,Tizimin,Tizimín,31096,1920,Caballo Dorado,3
31,Yucatán,96,Tizimin,Tizimín,31096,1921,Chac Lol,1
31,Yucatán,96,Tizimin,Tizimín,31096,1926,El Cenzontle,9
31,Yucatán,96,Tizimin,Tizimín,31096,1929,La Espuela,2
31,Yucatán,96,Tizimin,Tizimín,31096,1933,Las Nubes,5
31,Yucatán,96,Tizimin,Tizimín,31096,1935,Ninguno,1
31,Yucatán,96,Tizimin,Tizimín,31096,1946,Santa María Dos,4
31,Yucatán,96,Tizimin,Tizimín,31096,1956,San Gabriel,2
31,Yucatán,96,Tizimin,Tizimín,31096,1957,San Isidro,1
31,Yucatán,96,Tizimin,Tizimín,31096,1958,San Isidro,2
31,Yucatán,96,Tizimin,Tizimín,31096,1962,San Martín,2
31,Yucatán,96,Tizimin,Tizimín,31096,1964,San Sebastian,1
31,Yucatán,96,Tizimin,Tizimín,31096,1967,Santa Elena,4
31,Yucatán,96,Tizimin,Tizimín,31096,1972,El Águila,1
31,Yucatán,96,Tizimin,Tizimín,31096,1982,La Escondida,1
31,Yucatán,96,Tizimin,Tizimín,31096,1995,Quintana,23
31,Yucatán,96,Tizimin,Tizimín,31096,2009,San Miguel,5
31,Yucatán,96,Tizimin,Tizimín,31096,2011,Guadalupe,3
31,Yucatán,96,Tizimin,Tizimín,31096,2013,El Palomar Dos,2
31,Yucatán,96,Tizimin,Tizimín,31096,2014,San Marcos,6
31,Yucatán,96,Tizimin,Tizimín,31096,2017,Los Almendros,1
31,Yucatán,96,Tizimin,Tizimín,31096,2018,Los Aluxes,3
31,Yucatán,96,Tizimin,Tizimín,31096,2027,La Esperanza,4
31,Yucatán,96,Tizimin,Tizimín,31096,2031,La Guajira,1
31,Yucatán,96,Tizimin,Tizimín,31096,2037,Ninguno,5
31,Yucatán,96,Tizimin,Tizimín,31096,2039,Ninguno,5
31,Yucatán,96,Tizimin,Tizimín,31096,2046,Ninguno,3
31,Yucatán,96,Tizimin,Tizimín,31096,2050,Luis Donaldo Colosio,10
31,Yucatán,96,Tizimin,Tizimín,31096,2054,El Pocito,2
31,Yucatán,96,Tizimin,Tizimín,31096,2056,Chica [Rancho],2
31,Yucatán,96,Tizimin,Tizimín,31096,2057,X-Uenkal [Rancho],8
31,Yucatán,96,Tizimin,Tizimín,31096,2059,La Respuesta,1
31,Yucatán,96,Tizimin,Tizimín,31096,2060,Los Reyes,1
31,Yucatán,96,Tizimin,Tizimín,31096,2072,San Enrique Kabichén,3
31,Yucatán,96,Tizimin,Tizimín,31096,2079,San José,1
31,Yucatán,96,Tizimin,Tizimín,31096,2080,San Juan,1
31,Yucatán,96,Tizimin,Tizimín,31096,2082,San Leonardo,3
31,Yucatán,96,Tizimin,Tizimín,31096,2085,San Martín II,1
31,Yucatán,96,Tizimin,Tizimín,31096,2086,San Miguel Arcángel,1
31,Yucatán,96,Tizimin,Tizimín,31096,2088,San Vicente,3
31,Yucatán,96,Tizimin,Tizimín,31096,2094,Santa Rosa,1
31,Yucatán,96,Tizimin,Tizimín,31096,2096,Santa Rosa,1
31,Yucatán,96,Tizimin,Tizimín,31096,2102,Tres Estrellas,6
31,Yucatán,96,Tizimin,Tizimín,31096,2103,Tres Reyes,1
31,Yucatán,96,Tizimin,Tizimín,31096,2106,Villa Bonita,1
31,Yucatán,96,Tizimin,Tizimín,31096,9998,Localidades de una vivienda,946
31,Yucatán,96,Tizimin,Tizimín,31096,9999,Localidades de dos viviendas,183
31,Yucatán,97,Tunkas,Tunkás,31097,0000,Total del Municipio,3464
31,Yucatán,97,Tunkas,Tunkás,31097,0001,Tunkás,2828
31,Yucatán,97,Tunkas,Tunkás,31097,0005,San José Pibtuch,174
31,Yucatán,97,Tunkas,Tunkás,31097,0007,San Antonio Chuc,289
31,Yucatán,97,Tunkas,Tunkás,31097,0009,Kancabal,7
31,Yucatán,97,Tunkas,Tunkás,31097,0010,San Román,1
31,Yucatán,97,Tunkas,Tunkás,31097,0012,Santa Clara,1
31,Yucatán,97,Tunkas,Tunkás,31097,0019,El Tiburón,4
31,Yucatán,97,Tunkas,Tunkás,31097,0030,Chakán Ebulá,16
31,Yucatán,97,Tunkas,Tunkás,31097,0051,San Agustín,2
31,Yucatán,97,Tunkas,Tunkás,31097,0055,San Francisco,4
31,Yucatán,97,Tunkas,Tunkás,31097,0068,Onichén,93
31,Yucatán,97,Tunkas,Tunkás,31097,0079,Yaxhá,18
31,Yucatán,97,Tunkas,Tunkás,31097,0108,San Antonio de Abad,2
31,Yucatán,97,Tunkas,Tunkás,31097,0110,San Juan,8
31,Yucatán,97,Tunkas,Tunkás,31097,0111,El Palmar,3
31,Yucatán,97,Tunkas,Tunkás,31097,0112,Colonia del Sur,14
31,Yucatán,97,Tunkas,Tunkás,31097,9998,Localidades de una vivienda,20
31,Yucatán,97,Tunkas,Tunkás,31097,9999,Localidades de dos viviendas,12
31,Yucatán,98,Tzucacab,Tzucacab,31098,0000,Total del Municipio,14011
31,Yucatán,98,Tzucacab,Tzucacab,31098,0001,Tzucacab,9967
31,Yucatán,98,Tzucacab,Tzucacab,31098,0005,Catmís,933
31,Yucatán,98,Tzucacab,Tzucacab,31098,0006,Caxaytuk,335
31,Yucatán,98,Tzucacab,Tzucacab,31098,0008,Corral,336
31,Yucatán,98,Tzucacab,Tzucacab,31098,0010,Dzemucut,32
31,Yucatán,98,Tzucacab,Tzucacab,31098,0011,Dzí,491
31,Yucatán,98,Tzucacab,Tzucacab,31098,0012,Ek-Balam,569
31,Yucatán,98,Tzucacab,Tzucacab,31098,0022,Noh-Bec,362
31,Yucatán,98,Tzucacab,Tzucacab,31098,0024,San Salvador Piste Akal,116
31,Yucatán,98,Tzucacab,Tzucacab,31098,0025,Polhuacxil,125
31,Yucatán,98,Tzucacab,Tzucacab,31098,0028,Sacbecán,236
31,Yucatán,98,Tzucacab,Tzucacab,31098,0037,Tigre Grande,124
31,Yucatán,98,Tzucacab,Tzucacab,31098,0039,Xcobiakal (Xcobilakal),81
31,Yucatán,98,Tzucacab,Tzucacab,31098,0043,El Escondido,131
31,Yucatán,98,Tzucacab,Tzucacab,31098,0045,Blanca Flor,65
31,Yucatán,98,Tzucacab,Tzucacab,31098,0046,San Felipe,7
31,Yucatán,98,Tzucacab,Tzucacab,31098,0050,Montana,26
31,Yucatán,98,Tzucacab,Tzucacab,31098,0065,Bonanza (Granada),1
31,Yucatán,98,Tzucacab,Tzucacab,31098,0067,Calotmul,5
31,Yucatán,98,Tzucacab,Tzucacab,31098,0068,Las Carretas (Catmís Cinco),2
31,Yucatán,98,Tzucacab,Tzucacab,31098,0070,Delicias del Sur,2
31,Yucatán,98,Tzucacab,Tzucacab,31098,0072,Emal,4
31,Yucatán,98,Tzucacab,Tzucacab,31098,0074,La Esperanza,1
31,Yucatán,98,Tzucacab,Tzucacab,31098,0080,Juntura Uno,11
31,Yucatán,98,Tzucacab,Tzucacab,31098,0081,San Isidro (Juntura Dos),11
31,Yucatán,98,Tzucacab,Tzucacab,31098,0096,San Francisco,4
31,Yucatán,98,Tzucacab,Tzucacab,31098,0122,Tzok-Tuk,1
31,Yucatán,98,Tzucacab,Tzucacab,31098,0127,Pozo la Gloria,1
31,Yucatán,98,Tzucacab,Tzucacab,31098,0133,Los Laureles,3
31,Yucatán,98,Tzucacab,Tzucacab,31098,0165,San Manuel,6
31,Yucatán,98,Tzucacab,Tzucacab,31098,0171,La Herradura,1
31,Yucatán,98,Tzucacab,Tzucacab,31098,0185,San Isidro,1
31,Yucatán,98,Tzucacab,Tzucacab,31098,0195,La Esperanza,5
31,Yucatán,98,Tzucacab,Tzucacab,31098,0199,San Antonio,3
31,Yucatán,98,Tzucacab,Tzucacab,31098,0200,San José,1
31,Yucatán,98,Tzucacab,Tzucacab,31098,0203,San Medardo,2
31,Yucatán,98,Tzucacab,Tzucacab,31098,0209,Kaxán Kuxtal,4
31,Yucatán,98,Tzucacab,Tzucacab,31098,0220,San Lorenzo,3
31,Yucatán,98,Tzucacab,Tzucacab,31098,0225,El Despreciado,1
31,Yucatán,98,Tzucacab,Tzucacab,31098,0234,Escondido,1
31,Yucatán,98,Tzucacab,Tzucacab,31098,0237,San Fernando,1
31,Yucatán,98,Tzucacab,Tzucacab,31098,9998,Localidades de una vivienda,71
31,Yucatán,98,Tzucacab,Tzucacab,31098,9999,Localidades de dos viviendas,11
31,Yucatán,99,Uayma,Uayma,31099,0000,Total del Municipio,3782
31,Yucatán,99,Uayma,Uayma,31099,0001,Uayma,3126
31,Yucatán,99,Uayma,Uayma,31099,0023,Santa María Aznar,593
31,Yucatán,99,Uayma,Uayma,31099,0080,San Lorenzo,61
31,Yucatán,99,Uayma,Uayma,31099,0084,Chan Haymil,2
31,Yucatán,99,Uayma,Uayma,31099,9998,Localidades de una vivienda,2
31,Yucatán,100,Ucu,Ucú,31100,0000,Total del Municipio,3469
31,Yucatán,100,Ucu,Ucú,31100,0001,Ucú,2601
31,Yucatán,100,Ucu,Ucú,31100,0002,Dzelchac,3
31,Yucatán,100,Ucu,Ucú,31100,0003,Yaxché de Peón,846
31,Yucatán,100,Ucu,Ucú,31100,0004,Yohdzonot,4
31,Yucatán,100,Ucu,Ucú,31100,0005,Chaparral,2
31,Yucatán,100,Ucu,Ucú,31100,0007,Los Cascabeles,3
31,Yucatán,100,Ucu,Ucú,31100,0011,Eco Quinta Ucú,3
31,Yucatán,100,Ucu,Ucú,31100,0015,San Juan,1
31,Yucatán,100,Ucu,Ucú,31100,0016,Santa Rita,3
31,Yucatán,100,Ucu,Ucú,31100,0027,Muchil,3
31,Yucatán,100,Ucu,Ucú,31100,9998,Localidades de una vivienda,22
31,Yucatán,101,Uman,Umán,31101,0000,Total del Municipio,50993
31,Yucatán,101,Uman,Umán,31101,0001,Umán,39611
31,Yucatán,101,Uman,Umán,31101,0002,Bolón,1392
31,Yucatán,101,Uman,Umán,31101,0005,Dzibikak,1388
31,Yucatán,101,Uman,Umán,31101,0006,Hotzuc,280
31,Yucatán,101,Uman,Umán,31101,0007,Hunxectamán,244
31,Yucatán,101,Uman,Umán,31101,0009,Oxcum,1175
31,Yucatán,101,Uman,Umán,31101,0010,Oxholón,822
31,Yucatán,101,Uman,Umán,31101,0011,Poxilá,878
31,Yucatán,101,Uman,Umán,31101,0012,San Antonio Chum,904
31,Yucatán,101,Uman,Umán,31101,0013,San Antonio Mulix,9
31,Yucatán,101,Uman,Umán,31101,0014,Taníl,454
31,Yucatán,101,Uman,Umán,31101,0015,Tebec,463
31,Yucatán,101,Uman,Umán,31101,0016,Ticimul,929
31,Yucatán,101,Uman,Umán,31101,0017,Xcucul Sur,431
31,Yucatán,101,Uman,Umán,31101,0018,Xtepén,527
31,Yucatán,101,Uman,Umán,31101,0019,Yaxcopoil,1149
31,Yucatán,101,Uman,Umán,31101,0022,Apilandia,2
31,Yucatán,101,Uman,Umán,31101,0023,Blanca Flor,3
31,Yucatán,101,Uman,Umán,31101,0030,Chunchí,5
31,Yucatán,101,Uman,Umán,31101,0031,Los Colorines,5
31,Yucatán,101,Uman,Umán,31101,0032,El Emporio,7
31,Yucatán,101,Uman,Umán,31101,0041,Fausto José,1
31,Yucatán,101,Uman,Umán,31101,0055,San Agustín,3
31,Yucatán,101,Uman,Umán,31101,0057,Sac Nicté,21
31,Yucatán,101,Uman,Umán,31101,0059,Umán [Amacén de Calcio],1
31,Yucatán,101,Uman,Umán,31101,0068,San Gabriel,1
31,Yucatán,101,Uman,Umán,31101,0069,San Gregorio,1
31,Yucatán,101,Uman,Umán,31101,0113,Petec Biltún,155
31,Yucatán,101,Uman,Umán,31101,0129,El Refugio,2
31,Yucatán,101,Uman,Umán,31101,0131,Pastoral del Amor,1
31,Yucatán,101,Uman,Umán,31101,0140,Los Casanovas,1
31,Yucatán,101,Uman,Umán,31101,0142,Cheyen,2
31,Yucatán,101,Uman,Umán,31101,0149,Jesús,4
31,Yucatán,101,Uman,Umán,31101,0153,El Rey,5
31,Yucatán,101,Uman,Umán,31101,0157,Daniel Cituk,1
31,Yucatán,101,Uman,Umán,31101,0175,Yaxcopoil,1
31,Yucatán,101,Uman,Umán,31101,0186,Camilo,4
31,Yucatán,101,Uman,Umán,31101,0194,Ninguno,4
31,Yucatán,101,Uman,Umán,31101,0212,San Pedro,3
31,Yucatán,101,Uman,Umán,31101,0216,Santa Elena,14
